0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 1, End_track
2, 0, Start_track
2, 0, Note_on_c, 0, 84, 72
2, 16, Note_on_c, 0, 84, 16
2, 32, Note_on_c, 0, 84, 64
2, 48, Note_on_c, 0, 84, 16
2, 64, Note_on_c, 0, 84, 16
2, 112, Note_on_c, 0, 84, 72
2, 128, Note_on_c, 0, 84, 16
2, 160, Note_on_c, 0, 84, 72
2, 176, Note_on_c, 0, 84, 16
2, 224, Note_on_c, 0, 84, 72
2, 240, Note_on_c, 0, 84, 16
2, 288, Note_on_c, 0, 84, 72
2, 304, Note_on_c, 0, 84, 16
2, 352, Note_on_c, 0, 84, 72
2, 368, Note_on_c, 0, 84, 16
2, 416, Note_on_c, 0, 84, 80
2, 432, Note_on_c, 0, 84, 16
2, 480, Note_on_c, 0, 84, 80
2, 496, Note_on_c, 0, 84, 16
2, 544, Note_on_c, 0, 84, 80
2, 560, Note_on_c, 0, 84, 16
2, 608, Note_on_c, 0, 84, 80
2, 624, Note_on_c, 0, 84, 16
2, 672, Note_on_c, 0, 84, 80
2, 688, Note_on_c, 0, 84, 16
2, 736, Note_on_c, 0, 84, 80
2, 752, Note_on_c, 0, 84, 16
2, 800, Note_on_c, 0, 84, 80
2, 816, Note_on_c, 0, 84, 16
2, 864, Note_on_c, 0, 84, 80
2, 880, Note_on_c, 0, 84, 16
2, 928, Note_on_c, 0, 84, 80
2, 944, Note_on_c, 0, 84, 16
2, 992, Note_on_c, 0, 84, 80
2, 1008, Note_on_c, 0, 84, 16
2, 1056, Note_on_c, 0, 84, 80
2, 1072, Note_on_c, 0, 84, 16
2, 1120, Note_on_c, 0, 84, 80
2, 1136, Note_on_c, 0, 84, 16
2, 1184, Note_on_c, 0, 84, 80
2, 1200, Note_on_c, 0, 84, 16
2, 1248, Note_on_c, 0, 84, 80
2, 1264, Note_on_c, 0, 84, 16
2, 1312, Note_on_c, 0, 84, 80
2, 1328, Note_on_c, 0, 84, 16
2, 1376, Note_on_c, 0, 84, 80
2, 1392, Note_on_c, 0, 84, 16
2, 1440, Note_on_c, 0, 84, 80
2, 1456, Note_on_c, 0, 84, 16
2, 1504, Note_on_c, 0, 84, 80
2, 1520, Note_on_c, 0, 84, 16
2, 1568, Note_on_c, 0, 84, 80
2, 1584, Note_on_c, 0, 84, 16
2, 1632, Note_on_c, 0, 84, 80
2, 1648, Note_on_c, 0, 84, 16
2, 1696, Note_on_c, 0, 84, 80
2, 1712, Note_on_c, 0, 84, 16
2, 1760, Note_on_c, 0, 84, 80
2, 1776, Note_on_c, 0, 84, 16
2, 1824, Note_on_c, 0, 84, 80
2, 1840, Note_on_c, 0, 84, 16
2, 1888, Note_on_c, 0, 84, 80
2, 1904, Note_on_c, 0, 84, 16
2, 1952, Note_on_c, 0, 84, 80
2, 1968, Note_on_c, 0, 84, 16
2, 2016, Note_on_c, 0, 84, 80
2, 2032, Note_on_c, 0, 84, 16
2, 2080, Note_on_c, 0, 84, 80
2, 2096, Note_on_c, 0, 84, 16
2, 2144, Note_on_c, 0, 84, 80
2, 2160, Note_on_c, 0, 84, 16
2, 2208, Note_on_c, 0, 84, 80
2, 2224, Note_on_c, 0, 84, 16
2, 2272, Note_on_c, 0, 84, 80
2, 2288, Note_on_c, 0, 84, 16
2, 2336, Note_on_c, 0, 84, 80
2, 2352, Note_on_c, 0, 84, 16
2, 2400, Note_on_c, 0, 84, 80
2, 2416, Note_on_c, 0, 84, 16
2, 2464, Note_on_c, 0, 84, 80
2, 2480, Note_on_c, 0, 84, 16
2, 2528, Note_on_c, 0, 84, 80
2, 2544, Note_on_c, 0, 84, 16
2, 2592, Note_on_c, 0, 84, 80
2, 2608, Note_on_c, 0, 84, 16
2, 2656, Note_on_c, 0, 84, 80
2, 2672, Note_on_c, 0, 84, 16
2, 2720, Note_on_c, 0, 84, 80
2, 2736, Note_on_c, 0, 84, 16
2, 2784, Note_on_c, 0, 84, 80
2, 2800, Note_on_c, 0, 84, 16
2, 2848, Note_on_c, 0, 84, 80
2, 2864, Note_on_c, 0, 84, 16
2, 2912, Note_on_c, 0, 84, 80
2, 2928, Note_on_c, 0, 84, 16
2, 2976, Note_on_c, 0, 84, 80
2, 2992, Note_on_c, 0, 84, 16
2, 3040, Note_on_c, 0, 84, 80
2, 3056, Note_on_c, 0, 84, 16
2, 3104, Note_on_c, 0, 84, 80
2, 3120, Note_on_c, 0, 84, 16
2, 3168, Note_on_c, 0, 84, 80
2, 3184, Note_on_c, 0, 84, 16
2, 3232, Note_on_c, 0, 84, 80
2, 3248, Note_on_c, 0, 84, 16
2, 3296, Note_on_c, 0, 84, 80
2, 3312, Note_on_c, 0, 84, 16
2, 3360, Note_on_c, 0, 84, 80
2, 3376, Note_on_c, 0, 84, 16
2, 3424, Note_on_c, 0, 84, 80
2, 3440, Note_on_c, 0, 84, 16
2, 3488, Note_on_c, 0, 84, 80
2, 3504, Note_on_c, 0, 84, 16
2, 3552, Note_on_c, 0, 84, 80
2, 3568, Note_on_c, 0, 84, 16
2, 3616, Note_on_c, 0, 84, 80
2, 3632, Note_on_c, 0, 84, 16
2, 3680, Note_on_c, 0, 84, 80
2, 3696, Note_on_c, 0, 84, 16
2, 3744, Note_on_c, 0, 84, 80
2, 3760, Note_on_c, 0, 84, 16
2, 3808, Note_on_c, 0, 84, 80
2, 3824, Note_on_c, 0, 84, 16
2, 3872, Note_on_c, 0, 84, 80
2, 3888, Note_on_c, 0, 84, 16
2, 3936, Note_on_c, 0, 84, 80
2, 3952, Note_on_c, 0, 84, 16
2, 4000, Note_on_c, 0, 84, 80
2, 4016, Note_on_c, 0, 84, 16
2, 4064, Note_on_c, 0, 84, 80
2, 4080, Note_on_c, 0, 84, 16
2, 4128, Note_on_c, 0, 84, 80
2, 4144, Note_on_c, 0, 84, 16
